"COM","TNCC","NCC","NCCENR","LIBELLE","DATE_DEBUT","DATE_FIN"
"55567","0","VILLE SUR COUSANCES","Ville-sur-Cousances","Ville-sur-Cousances","1943-01-01",""
"55568","0","VILLE SUR SAULX","Ville-sur-Saulx","Ville-sur-Saulx","1943-01-01",""
"55569","0","VILLOTTE DEVANT LOUPPY","Villotte-devant-Louppy","Villotte-devant-Louppy","1943-01-01","1973-01-01"
"55569","0","VILISLE","Vilisle","Vilisle","1973-01-01","1986-01-01"
"55569","0","VILLOTTE DEVANT LOUPPY","Villotte-devant-Louppy","Villotte-devant-Louppy","1986-01-01",""
"55570","0","VILLOTTE SUR AIRE","Villotte-sur-Aire","Villotte-sur-Aire","1943-01-01",""
"55571","0","VILOSNES","Vilosnes","Vilosnes","1943-01-01","1973-01-01"
"55571","0","VILOSNES HARAUMONT","Vilosnes-Haraumont","Vilosnes-Haraumont","1973-01-01",""
"55572","0","VITTARVILLE","Vittarville","Vittarville","1943-01-01",""
"55573","0","VOID","Void","Void","1943-01-01","1972-06-01"
"55573","0","VOID VACON","Void-Vacon","Void-Vacon","1972-06-01",""
"55574","0","VOUTHON BAS","Vouthon-Bas","Vouthon-Bas","1943-01-01",""
"55575","0","VOUTHON HAUT","Vouthon-Haut","Vouthon-Haut","1943-01-01",""
"55576","0","WADONVILLE EN WOEVRE","Wadonville-en-Woëvre","Wadonville-en-Woëvre","1943-01-01","1973-01-01"
"55577","0","WALY","Waly","Waly","1943-01-01",""
"55578","0","WARCQ","Warcq","Warcq","1943-01-01",""
"55579","0","WATRONVILLE","Watronville","Watronville","1943-01-01",""
"55580","0","WAVRILLE","Wavrille","Wavrille","1943-01-01","1973-01-01"
"55580","0","WAVRILLE","Wavrille","Wavrille","1988-01-01",""
"55581","0","WILLERONCOURT","Willeroncourt","Willeroncourt","1943-01-01",""
"55582","0","WISEPPE","Wiseppe","Wiseppe","1943-01-01",""
"55583","0","WOEL","Woël","Woël","1943-01-01",""
"55584","0","WOIMBEY","Woimbey","Woimbey","1943-01-01",""
"55585","0","WOINVILLE","Woinville","Woinville","1943-01-01","1973-01-01"
"55586","0","XIVRAY ET MARVOISIN","Xivray-et-Marvoisin","Xivray-et-Marvoisin","1943-01-01",""
"56001","1","ALLAIRE","Allaire","Allaire","1943-01-01",""
"56002","1","AMBON","Ambon","Ambon","1943-01-01",""
"56003","1","ARRADON","Arradon","Arradon","1943-01-01",""
"56004","1","ARZAL","Arzal","Arzal","1943-01-01",""
"56005","1","ARZON","Arzon","Arzon","1943-01-01",""
"56006","1","AUGAN","Augan","Augan","1943-01-01",""
"56007","1","AURAY","Auray","Auray","1943-01-01",""
"56008","0","BADEN","Baden","Baden","1943-01-01",""
"56009","0","BANGOR","Bangor","Bangor","1943-01-01",""
"56010","0","BAUD","Baud","Baud","1943-01-01",""
"56011","0","BEGANNE","Béganne","Béganne","1943-01-01",""
"56012","0","BEIGNON","Beignon","Beignon","1943-01-01",""
"56013","0","BELZ","Belz","Belz","1943-01-01",""
"56014","0","BERNE","Berné","Berné","1943-01-01",""
"56015","0","BERRIC","Berric","Berric","1943-01-01",""
"56016","0","BIEUZY","Bieuzy","Bieuzy","1943-01-01","2019-01-01"
"56017","0","BIGNAN","Bignan","Bignan","1943-01-01",""
"56018","0","BILLIERS","Billiers","Billiers","1943-01-01",""
"56019","0","BILLIO","Billio","Billio","1943-01-01",""
"56020","0","BOHAL","Bohal","Bohal","1943-01-01",""
"56021","0","BRANDERION","Brandérion","Brandérion","1943-01-01",""
"56022","0","BRANDIVY","Brandivy","Brandivy","1943-01-01",""
"56023","0","BRECH","Brech","Brech","1943-01-01",""
"56024","0","BREHAN LOUDEAC","Bréhan-Loudéac","Bréhan-Loudéac","1943-01-01","1977-10-05"
"56024","0","BREHAN","Bréhan","Bréhan","1977-10-05",""
"56025","0","BRIGNAC","Brignac","Brignac","1943-01-01",""
"56026","0","BUBRY","Bubry","Bubry","1943-01-01",""
"56027","0","BULEON","Buléon","Buléon","1943-01-01",""
"56028","0","CADEN","Caden","Caden","1943-01-01",""
"56029","0","CALAN","Calan","Calan","1943-01-01",""
"56030","0","CAMOEL","Camoël","Camoël","1943-01-01",""
"56031","0","CAMORS","Camors","Camors","1943-01-01",""
"56032","0","CAMPENEAC","Campénéac","Campénéac","1943-01-01",""
"56033","0","CARENTOIR","Carentoir","Carentoir","1943-01-01",""
"56034","0","CARNAC","Carnac","Carnac","1943-01-01",""
"56035","0","CARO","Caro","Caro","1943-01-01",""
"56036","0","CAUDAN","Caudan","Caudan","1943-01-01",""
"56037","3","CHAPELLE","Chapelle","La Chapelle","1943-01-01","1985-05-05"
"56037","3","CHAPELLE CARO","Chapelle-Caro","La Chapelle-Caro","1985-05-05","2016-01-01"
"56038","3","CHAPELLE GACELINE","Chapelle-Gaceline","La Chapelle-Gaceline","1943-01-01","2017-01-01"
"56039","3","CHAPELLE NEUVE","Chapelle-Neuve","La Chapelle-Neuve","1943-01-01",""
"56040","0","CLEGUER","Cléguer","Cléguer","1943-01-01",""
"56041","0","CLEGUEREC","Cléguérec","Cléguérec","1943-01-01",""
"56042","0","COLPO","Colpo","Colpo","1943-01-01",""
"56043","0","CONCORET","Concoret","Concoret","1943-01-01",""
"56044","0","COURNON","Cournon","Cournon","1943-01-01",""
"56045","2","COURS","Cours","Le Cours","1943-01-01",""
"56046","0","CRACH","Crach","Crach","1943-01-01",""
"56047","0","CREDIN","Crédin","Crédin","1943-01-01",""
"56048","2","CROISTY","Croisty","Le Croisty","1943-01-01",""
"56049","0","CROIXANVEC","Croixanvec","Croixanvec","1943-01-01","2022-01-01"
"56050","3","CROIX HELLEAN","Croix-Helléan","La Croix-Helléan","1943-01-01",""
"56051","0","CRUGUEL","Cruguel","Cruguel","1943-01-01",""
"56052","0","DAMGAN","Damgan","Damgan","1943-01-01",""
"56053","1","ELVEN","Elven","Elven","1943-01-01",""
"56054","1","ERDEVEN","Erdeven","Erdeven","1943-01-01",""
"56055","1","ETEL","Étel","Étel","1943-01-01",""
"56056","1","EVRIGUET","Évriguet","Évriguet","1943-01-01",""
"56057","2","FAOUET","Faouët","Le Faouët","1943-01-01",""
"56058","0","FEREL","Férel","Férel","1943-01-01",""
"56059","4","FORGES","Forges","Les Forges","1943-01-01","2019-01-01"
"56060","4","FOUGERETS","Fougerêts","Les Fougerêts","1943-01-01",""
"56061","3","GACILLY","Gacilly","La Gacilly","1943-01-01",""
"56062","0","GAVRES","Gâvres","Gâvres","1943-01-01",""
"56063","0","GESTEL","Gestel","Gestel","1943-01-01",""
"56064","0","GLENAC","Glénac","Glénac","1943-01-01","2017-01-01"
"56065","0","GOURHEL","Gourhel","Gourhel","1943-01-01",""
"56066","0","GOURIN","Gourin","Gourin","1943-01-01",""
"56067","0","GRAND CHAMP","Grand-Champ","Grand-Champ","1943-01-01",""
"56068","3","GREE SAINT LAURENT","Grée-Saint-Laurent","La Grée-Saint-Laurent","1943-01-01",""
"56069","0","GROIX","Groix","Groix","1943-01-01",""
"56070","0","GUEGON","Guégon","Guégon","1943-01-01",""
"56071","0","GUEHENNO","Guéhenno","Guéhenno","1943-01-01",""
"56072","0","GUELTAS","Gueltas","Gueltas","1943-01-01",""
"56073","0","GUEMENE","Guémené","Guémené","1943-01-01","1961-04-02"
"56073","0","GUEMENE SUR SCORFF","Guémené-sur-Scorff","Guémené-sur-Scorff","1961-04-02",""
"56074","0","GUENIN","Guénin","Guénin","1943-01-01",""
"56075","0","GUER","Guer","Guer","1943-01-01",""
"56076","0","GUERN","Guern","Guern","1943-01-01",""
"56077","2","GUERNO","Guerno","Le Guerno","1943-01-01",""
"56078","0","GUIDEL","Guidel","Guidel","1943-01-01",""
"56079","0","GUILLAC","Guillac","Guillac","1943-01-01",""
"56080","0","GUILLIERS","Guilliers","Guilliers","1943-01-01",""
"56081","0","GUISCRIFF","Guiscriff","Guiscriff","1943-01-01",""
"56082","1","HELLEAN","Helléan","Helléan","1943-01-01",""
"56083","1","HENNEBONT","Hennebont","Hennebont","1943-01-01",""
"56084","2","HEZO","Hézo","Le Hézo","1943-01-01",""
"56085","0","HOEDIC","Hœdic","Hœdic","1943-01-01",""
"56086","1","ILE D HOUAT","Île-d'Houat","Île-d'Houat","1943-01-01",""
"56087","1","ILE AUX MOINES","Île-aux-Moines","Île-aux-Moines","1943-01-01",""
"56088","1","ILE D ARZ","Île-d'Arz","Île-d'Arz","1943-01-01",""
"56089","1","INGUINIEL","Inguiniel","Inguiniel","1943-01-01",""
"56090","1","INZINZAC","Inzinzac","Inzinzac","1943-01-01","1969-01-06"
"56090","1","INZINZAC LOCHRIST","Inzinzac-Lochrist","Inzinzac-Lochrist","1969-01-06",""
"56091","0","JOSSELIN","Josselin","Josselin","1943-01-01",""
"56092","0","KERFOURN","Kerfourn","Kerfourn","1943-01-01",""
"56093","0","KERGRIST","Kergrist","Kergrist","1943-01-01",""
"56094","0","KERVIGNAC","Kervignac","Kervignac","1943-01-01",""
"56095","0","KERYADO","Keryado","Keryado","1943-01-01","1947-10-01"
"56096","0","LANDAUL","Landaul","Landaul","1943-01-01",""
"56097","0","LANDEVANT","Landévant","Landévant","1943-01-01",""
"56098","0","LANESTER","Lanester","Lanester","1943-01-01",""
"56099","0","LANGOELAN","Langoëlan","Langoëlan","1943-01-01",""
"56100","0","LANGONNET","Langonnet","Langonnet","1943-01-01",""
"56101","0","LANGUIDIC","Languidic","Languidic","1943-01-01",""
"56102","0","LANOUEE","Lanouée","Lanouée","1943-01-01","2019-01-01"
"56102","0","FORGES DE LANOUEE","Forges de Lanouée","Forges de Lanouée","2019-01-01",""
"56103","0","LANTILLAC","Lantillac","Lantillac","1943-01-01",""
"56104","0","LANVAUDAN","Lanvaudan","Lanvaudan","1943-01-01",""
"56105","0","LANVENEGEN","Lanvénégen","Lanvénégen","1943-01-01",""
"56106","0","LARMOR BADEN","Larmor-Baden","Larmor-Baden","1943-01-01",""
"56107","0","LARMOR PLAGE","Larmor-Plage","Larmor-Plage","1943-01-01",""
"56108","0","LARRE","Larré","Larré","1943-01-01",""
"56109","0","LAUZACH","Lauzach","Lauzach","1943-01-01",""
"56110","0","LIGNOL","Lignol","Lignol","1943-01-01",""
"56111","0","LIMERZEL","Limerzel","Limerzel","1943-01-01",""
"56112","0","LIZIO","Lizio","Lizio","1943-01-01",""
"56113","0","LOCMALO","Locmalo","Locmalo","1943-01-01",""
"56114","0","LOCMARIA","Locmaria","Locmaria","1943-01-01",""
"56115","0","LOCMARIA GRAND CHAMP","Locmaria-Grand-Champ","Locmaria-Grand-Champ","1943-01-01",""
"56116","0","LOCMARIAQUER","Locmariaquer","Locmariaquer","1943-01-01",""
"56117","0","LOCMINE","Locminé","Locminé","1943-01-01",""
"56118","0","LOCMIQUELIC","Locmiquélic","Locmiquélic","1943-01-01",""
"56119","0","LOCOAL MENDON","Locoal-Mendon","Locoal-Mendon","1943-01-01",""
"56120","0","LOCQUELTAS","Locqueltas","Locqueltas","1943-01-01",""
"56121","0","LORIENT","Lorient","Lorient","1943-01-01",""
"56122","0","LOYAT","Loyat","Loyat","1943-01-01",""
"56123","0","MALANSAC","Malansac","Malansac","1943-01-01",""
"56124","0","MALESTROIT","Malestroit","Malestroit","1943-01-01",""
"56125","0","MALGUENAC","Malguénac","Malguénac","1943-01-01",""
"56126","0","MARZAN","Marzan","Marzan","1943-01-01",""
"56127","0","MAURON","Mauron","Mauron","1943-01-01",""
"56128","0","MELRAND","Melrand","Melrand","1943-01-01",""
"56129","0","MENEAC","Ménéac","Ménéac","1943-01-01",""
"56130","0","MERLEVENEZ","Merlevenez","Merlevenez","1943-01-01",""
"56131","0","MESLAN","Meslan","Meslan","1943-01-01",""
"56132","0","MEUCON","Meucon","Meucon","1943-01-01",""
"56133","0","MISSIRIAC","Missiriac","Missiriac","1943-01-01",""
"56134","0","MOHON","Mohon","Mohon","1943-01-01",""
"56135","0","MOLAC","Molac","Molac","1943-01-01",""
"56136","0","MONTENEUF","Monteneuf","Monteneuf","1943-01-01",""
"56137","0","MONTERBLANC","Monterblanc","Monterblanc","1943-01-01",""
"56138","0","MONTERREIN","Monterrein","Monterrein","1943-01-01","2019-01-01"
"56139","0","MONTERTELOT","Montertelot","Montertelot","1943-01-01",""
"56140","0","MOREAC","Moréac","Moréac","1943-01-01",""
"56141","0","MOUSTOIR AC","Moustoir-Ac","Moustoir-Ac","1943-01-01",""
"56142","0","MOUSTOIR REMUNGOL","Moustoir-Remungol","Moustoir-Remungol","1943-01-01","2016-01-01"
"56143","0","MUZILLAC","Muzillac","Muzillac","1943-01-01",""
"56144","0","NAIZIN","Naizin","Naizin","1943-01-01","2016-01-01"
"56144","1","EVELLYS","Évellys","Évellys","2016-01-01",""
"56145","0","NEANT","Néant","Néant","1943-01-01","1947-06-28"
"56145","0","NEANT SUR YVEL","Néant-sur-Yvel","Néant-sur-Yvel","1947-06-28",""
"56146","0","NEULLIAC","Neulliac","Neulliac","1943-01-01",""
"56147","0","NIVILLAC","Nivillac","Nivillac","1943-01-01",""
"56148","0","NOSTANG","Nostang","Nostang","1943-01-01",""
"56149","0","NOYAL MUZILLAC","Noyal-Muzillac","Noyal-Muzillac","1943-01-01",""
"56150","0","NOYALO","Noyalo","Noyalo","1943-01-01","2016-01-01"
"56151","0","NOYAL PONTIVY","Noyal-Pontivy","Noyal-Pontivy","1943-01-01",""
"56152","2","PALAIS","Palais","Le Palais","1943-01-01",""
"56153","0","PEAULE","Péaule","Péaule","1943-01-01",""
"56154","0","PEILLAC","Peillac","Peillac","1943-01-01",""
"56155","0","PENESTIN","Pénestin","Pénestin","1943-01-01",""
"56156","0","PERSQUEN","Persquen","Persquen","1943-01-01",""
"56157","0","PLAUDREN","Plaudren","Plaudren","1943-01-01",""
"56158","0","PLESCOP","Plescop","Plescop","1943-01-01",""
"56159","0","PLEUCADEUC","Pleucadeuc","Pleucadeuc","1943-01-01",""
"56160","0","PLEUGRIFFET","Pleugriffet","Pleugriffet","1943-01-01",""
"56161","0","PLOEMEL","Ploemel","Ploemel","1943-01-01",""
"56162","0","PLOEMEUR","Ploemeur","Ploemeur","1943-01-01",""
"56163","0","PLOERDUT","Ploërdut","Ploërdut","1943-01-01",""
"56164","0","PLOEREN","Ploeren","Ploeren","1943-01-01",""
"56165","0","PLOERMEL","Ploërmel","Ploërmel","1943-01-01",""
"56166","0","PLOUAY","Plouay","Plouay","1943-01-01",""
"56167","0","PLOUGOUMELEN","Plougoumelen","Plougoumelen","1943-01-01",""
"56168","0","PLOUHARNEL","Plouharnel","Plouharnel","1943-01-01",""
"56169","0","PLOUHINEC","Plouhinec","Plouhinec","1943-01-01",""
"56170","0","PLOURAY","Plouray","Plouray","1943-01-01",""
"56171","0","PLUHERLIN","Pluherlin","Pluherlin","1943-01-01",""
"56172","0","PLUMELEC","Plumelec","Plumelec","1943-01-01",""
"56173","0","PLUMELIAU","Pluméliau","Pluméliau","1943-01-01","2019-01-01"
"56173","0","PLUMELIAU BIEUZY","Pluméliau-Bieuzy","Pluméliau-Bieuzy","2019-01-01",""
"56174","0","PLUMELIN","Plumelin","Plumelin","1943-01-01",""
"56175","0","PLUMERGAT","Plumergat","Plumergat","1943-01-01",""
"56176","0","PLUNERET","Pluneret","Pluneret","1943-01-01",""
"56177","0","PLUVIGNER","Pluvigner","Pluvigner","1943-01-01",""
"56178","0","PONTIVY","Pontivy","Pontivy","1943-01-01",""
"56179","0","PONT SCORFF","Pont-Scorff","Pont-Scorff","1943-01-01",""
"56180","0","PORCARO","Porcaro","Porcaro","1943-01-01",""
"56181","0","PORT LOUIS","Port-Louis","Port-Louis","1943-01-01",""
"56182","0","PRIZIAC","Priziac","Priziac","1943-01-01",""
"56183","0","QUELNEUC","Quelneuc","Quelneuc","1943-01-01","2017-01-01"
"56184","0","QUESTEMBERT","Questembert","Questembert","1943-01-01",""
"56185","0","QUEVEN","Quéven","Quéven","1943-01-01",""
"56186","0","QUIBERON","Quiberon","Quiberon","1943-01-01",""
"56187","0","QUILY","Quily","Quily","1943-01-01","2016-01-01"
"56188","0","QUISTINIC","Quistinic","Quistinic","1943-01-01",""
"56189","0","RADENAC","Radenac","Radenac","1943-01-01",""
"56190","0","REGUINY","Réguiny","Réguiny","1943-01-01",""
"56191","0","REMINIAC","Réminiac","Réminiac","1943-01-01",""
"56192","0","REMUNGOL","Remungol","Remungol","1943-01-01","2016-01-01"
"56193","0","RIANTEC","Riantec","Riantec","1943-01-01",""
"56194","0","RIEUX","Rieux","Rieux","1943-01-01",""
"56195","3","ROCHE BERNARD","Roche-Bernard","La Roche-Bernard","1943-01-01",""
"56196","0","ROCHEFORT EN TERRE","Rochefort-en-Terre","Rochefort-en-Terre","1943-01-01",""
"56197","2","ROC SAINT ANDRE","Roc-Saint-André","Le Roc-Saint-André","1943-01-01","2016-01-01"
"56197","0","VAL D OUST","Val d'Oust","Val d'Oust","2016-01-01",""
"56198","0","ROHAN","Rohan","Rohan","1943-01-01",""
"56199","0","ROUDOUALLEC","Roudouallec","Roudouallec","1943-01-01",""
"56200","0","RUFFIAC","Ruffiac","Ruffiac","1943-01-01",""
"56201","2","SAINT","Saint","Le Saint","1943-01-01",""
"56202","0","SAINT ABRAHAM","Saint-Abraham","Saint-Abraham","1943-01-01",""
"56203","0","SAINT AIGNAN","Saint-Aignan","Saint-Aignan","1943-01-01",""
"56204","0","SAINT ALLOUESTRE","Saint-Allouestre","Saint-Allouestre","1943-01-01",""
"56205","0","SAINT ARMEL","Saint-Armel","Saint-Armel","1943-01-01",""
"56206","0","SAINT AVE","Saint-Avé","Saint-Avé","1943-01-01",""
"56207","0","SAINT BARTHELEMY","Saint-Barthélemy","Saint-Barthélemy","1943-01-01",""
"56208","0","SAINT BRIEUC DE MAURON","Saint-Brieuc-de-Mauron","Saint-Brieuc-de-Mauron","1943-01-01",""
"56209","0","SAINTE BRIGITTE","Sainte-Brigitte","Sainte-Brigitte","1943-01-01",""
"56210","0","SAINT CARADEC TREGOMEL","Saint-Caradec-Trégomel","Saint-Caradec-Trégomel","1943-01-01",""
"56211","0","SAINT CONGARD","Saint-Congard","Saint-Congard","1943-01-01",""
"56212","0","SAINT DOLAY","Saint-Dolay","Saint-Dolay","1943-01-01",""
"56213","0","SAINT GERAND","Saint-Gérand","Saint-Gérand","1943-01-01","2022-01-01"
"56213","0","SAINT GERAND CROIXANVEC","Saint-Gérand-Croixanvec","Saint-Gérand-Croixanvec","2022-01-01",""
"56214","0","SAINT GILDAS","Saint-Gildas","Saint-Gildas","1943-01-01","1961-04-02"
"56214","0","SAINT GILDAS DE RHUYS","Saint-Gildas-de-Rhuys","Saint-Gildas-de-Rhuys","1961-04-02",""
"56215","0","SAINT GONNERY","Saint-Gonnery","Saint-Gonnery","1943-01-01",""
"56216","0","SAINT GORGON","Saint-Gorgon","Saint-Gorgon","1943-01-01",""
"56217","0","SAINT GOUVRY","Saint-Gouvry","Saint-Gouvry","1943-01-01","1974-06-01"
"56218","0","SAINT GRAVE","Saint-Gravé","Saint-Gravé","1943-01-01",""
"56219","0","SAINT GUYOMARD","Saint-Guyomard","Saint-Guyomard","1943-01-01",""
"56220","0","SAINTE HELENE","Sainte-Hélène","Sainte-Hélène","1943-01-01",""
"56221","0","SAINT JACUT","Saint-Jacut","Saint-Jacut","1943-01-01","1955-08-15"
"56221","0","SAINT JACUT LES PINS","Saint-Jacut-les-Pins","Saint-Jacut-les-Pins","1955-08-15",""
"56222","0","SAINT JEAN BREVELAY","Saint-Jean-Brévelay","Saint-Jean-Brévelay","1943-01-01",""
"56223","0","SAINT JEAN LA POTERIE","Saint-Jean-la-Poterie","Saint-Jean-la-Poterie","1943-01-01",""
"56224","0","SAINT LAURENT","Saint-Laurent","Saint-Laurent","1943-01-01","1995-11-17"
"56224","0","SAINT LAURENT SUR OUST","Saint-Laurent-sur-Oust","Saint-Laurent-sur-Oust","1995-11-17",""
"56225","0","SAINT LERY","Saint-Léry","Saint-Léry","1943-01-01",""
"56226","0","SAINT MALO DE BEIGNON","Saint-Malo-de-Beignon","Saint-Malo-de-Beignon","1943-01-01",""
"56227","0","SAINT MALO DES TROIS FONTAINES","Saint-Malo-des-Trois-Fontaines","Saint-Malo-des-Trois-Fontaines","1943-01-01",""
"56228","0","SAINT MARCEL","Saint-Marcel","Saint-Marcel","1943-01-01",""
"56229","0","SAINT MARTIN","Saint-Martin","Saint-Martin","1943-01-01","2008-10-06"
"56229","0","SAINT MARTIN SUR OUST","Saint-Martin-sur-Oust","Saint-Martin-sur-Oust","2008-10-06",""
"56230","0","SAINT NICOLAS DU TERTRE","Saint-Nicolas-du-Tertre","Saint-Nicolas-du-Tertre","1943-01-01",""
"56231","0","SAINT NOLFF","Saint-Nolff","Saint-Nolff","1943-01-01",""
"56232","0","SAINT PERREUX","Saint-Perreux","Saint-Perreux","1943-01-01",""
"56233","0","SAINT PHILIBERT","Saint-Philibert","Saint-Philibert","1943-01-01",""
"56234","0","SAINT PIERRE","Saint-Pierre","Saint-Pierre","1943-01-01","1961-04-02"
"56234","0","SAINT PIERRE QUIBERON","Saint-Pierre-Quiberon","Saint-Pierre-Quiberon","1961-04-02",""
"56235","0","SAINT SAMSON","Saint-Samson","Saint-Samson","1943-01-01","1974-06-01"
"56236","0","SAINT SERVANT","Saint-Servant","Saint-Servant","1943-01-01",""
"56237","0","SAINT THURIAU","Saint-Thuriau","Saint-Thuriau","1943-01-01",""
"56238","0","SAINT TUGDUAL","Saint-Tugdual","Saint-Tugdual","1943-01-01",""
"56239","0","SAINT VINCENT SUR OUST","Saint-Vincent-sur-Oust","Saint-Vincent-sur-Oust","1943-01-01",""
"56240","0","SARZEAU","Sarzeau","Sarzeau","1943-01-01",""
"56241","0","SAUZON","Sauzon","Sauzon","1943-01-01",""
"56242","0","SEGLIEN","Séglien","Séglien","1943-01-01",""
"56243","0","SENE","Séné","Séné","1943-01-01",""
"56244","0","SERENT","Sérent","Sérent","1943-01-01",""
"56245","0","SILFIAC","Silfiac","Silfiac","1943-01-01",""
"56246","2","SOURN","Sourn","Le Sourn","1943-01-01",""
"56247","0","SULNIAC","Sulniac","Sulniac","1943-01-01",""
"56248","0","SURZUR","Surzur","Surzur","1943-01-01",""
"56249","0","TAUPONT","Taupont","Taupont","1943-01-01",""
"56250","0","THEHILLAC","Théhillac","Théhillac","1943-01-01",""
"56251","0","THEIX","Theix","Theix","1943-01-01","2016-01-01"
"56251","0","THEIX NOYALO","Theix-Noyalo","Theix-Noyalo","2016-01-01",""
"56252","2","TOUR DU PARC","Tour-du-Parc","Le Tour-du-Parc","1943-01-01",""
"56253","0","TREAL","Tréal","Tréal","1943-01-01",""
"56254","0","TREDION","Trédion","Trédion","1943-01-01",""
"56255","0","TREFFLEAN","Treffléan","Treffléan","1943-01-01",""
"56256","0","TREHORENTEUC","Tréhorenteuc","Tréhorenteuc","1943-01-01",""
"56257","3","TRINITE PORHOET","Trinité-Porhoët","La Trinité-Porhoët","1943-01-01",""
"56258","3","TRINITE SUR MER","Trinité-sur-Mer","La Trinité-sur-Mer","1943-01-01",""
"56259","3","TRINITE SURZUR","Trinité-Surzur","La Trinité-Surzur","1943-01-01",""
"56260","0","VANNES","Vannes","Vannes","1943-01-01",""
"56261","3","VRAIE CROIX","Vraie-Croix","La Vraie-Croix","1943-01-01",""
"56262","0","BONO","Bono","Bono","1947-10-01","2023-01-01"
"56262","2","BONO","Bono","Le Bono","2023-01-01",""
"56263","0","SAINTE ANNE D AURAY","Sainte-Anne-d'Auray","Sainte-Anne-d'Auray","1950-02-26",""
"56264","0","KERNASCLEDEN","Kernascléden","Kernascléden","1955-06-11",""
"57001","1","ABONCOURT","Aboncourt","Aboncourt","1943-01-01",""
"57002","1","ABONCOURT SUR SEILLE","Aboncourt-sur-Seille","Aboncourt-sur-Seille","1943-01-01",""
"57003","1","ABRESCHVILLER","Abreschviller","Abreschviller","1943-01-01",""
"57004","1","ACHAIN","Achain","Achain","1943-01-01",""
"57005","1","ACHATEL","Achâtel","Achâtel","1943-01-01","1962-01-01"
"57006","1","ACHEN","Achen","Achen","1943-01-01",""
"57007","1","ADAINCOURT","Adaincourt","Adaincourt","1943-01-01",""
"57008","1","ADELANGE","Adelange","Adelange","1943-01-01",""
"57009","1","AJONCOURT","Ajoncourt","Ajoncourt","1943-01-01",""
"57010","1","ALAINCOURT LA COTE","Alaincourt-la-Côte","Alaincourt-la-Côte","1943-01-01",""
"57011","1","ALBESTROFF","Albestroff","Albestroff","1943-01-01",""
"57012","1","ALGRANGE","Algrange","Algrange","1943-01-01",""
"57013","1","ALSTING","Alsting","Alsting","1943-01-01",""
"57014","1","ALTRIPPE","Altrippe","Altrippe","1943-01-01",""
"57015","1","ALTVILLER","Altviller","Altviller","1943-01-01",""
"57016","1","ALZING","Alzing","Alzing","1943-01-01",""
"57017","1","AMANVILLERS","Amanvillers","Amanvillers","1943-01-01",""
"57018","1","AMELECOURT","Amelécourt","Amelécourt","1943-01-01",""
"57019","1","AMNEVILLE","Amnéville","Amnéville","1943-01-01",""
"57020","1","ANCERVILLE","Ancerville","Ancerville","1943-01-01",""
"57021","1","ANCY SUR MOSELLE","Ancy-sur-Moselle","Ancy-sur-Moselle","1943-01-01","2016-01-01"
"57021","1","ANCY DORNOT","Ancy-Dornot","Ancy-Dornot","2016-01-01",""
"57022","1","ANGEVILLERS","Angevillers","Angevillers","1943-01-01",""
"57023","1","ANGVILLER LES BISPING","Angviller-lès-Bisping","Angviller-lès-Bisping","1943-01-01","1973-09-09"
"57024","1","ANTILLY","Antilly","Antilly","1943-01-01",""
"57025","1","ANZELING","Anzeling","Anzeling","1943-01-01",""
"57026","1","APACH","Apach","Apach","1943-01-01",""
"57027","1","ARRAINCOURT","Arraincourt","Arraincourt","1943-01-01","1973-12-01"
"57027","1","ARRAINCOURT","Arraincourt","Arraincourt","1985-08-04",""
"57028","1","ARGANCY","Argancy","Argancy","1943-01-01",""
"57029","1","ARRIANCE","Arriance","Arriance","1943-01-01",""
"57030","1","ARRY","Arry","Arry","1943-01-01",""
"57031","1","ARS LAQUENEXY","Ars-Laquenexy","Ars-Laquenexy","1943-01-01",""
"57032","1","ARS SUR MOSELLE","Ars-sur-Moselle","Ars-sur-Moselle","1943-01-01",""
"57033","1","ARZVILLER","Arzviller","Arzviller","1943-01-01",""
"57034","1","ASPACH","Aspach","Aspach","1943-01-01",""
"57035","1","ASSENONCOURT","Assenoncourt","Assenoncourt","1943-01-01",""
"57036","1","ATTILLONCOURT","Attilloncourt","Attilloncourt","1943-01-01",""
"57037","1","AUBE","Aube","Aube","1943-01-01",""
"57038","1","AUDUN LE TICHE","Audun-le-Tiche","Audun-le-Tiche","1943-01-01",""
"57039","1","AUGNY","Augny","Augny","1943-01-01",""
"57040","1","AULNOIS SUR SEILLE","Aulnois-sur-Seille","Aulnois-sur-Seille","1943-01-01",""
"57041","1","AUMETZ","Aumetz","Aumetz","1943-01-01",""
"57042","1","AVRICOURT","Avricourt","Avricourt","1943-01-01",""
"57043","1","AY SUR MOSELLE","Ay-sur-Moselle","Ay-sur-Moselle","1943-01-01",""
"57044","1","AZOUDANGE","Azoudange","Azoudange","1943-01-01",""
"57045","0","BACOURT","Bacourt","Bacourt","1943-01-01",""
"57046","0","BAERENTHAL","Baerenthal","Baerenthal","1943-01-01",""
"57047","0","BAMBIDERSTROFF","Bambiderstroff","Bambiderstroff","1943-01-01",""
"57048","0","BANNAY","Bannay","Bannay","1943-01-01",""
"57049","0","BAN SAINT MARTIN","Ban-Saint-Martin","Ban-Saint-Martin","1943-01-01","1966-05-07"
"57049","2","BAN SAINT MARTIN","Ban-Saint-Martin","Le Ban-Saint-Martin","1966-05-07",""
